id,name_short,name,type,sex,birth,position,education,subject,party,religion,kids,twitter,instagram,facebook,youtube
vdfg,vereinigungdeutschfranz,Kuratorium Vereinigung Deutsch-Französischer Gesellschaften für Europa e.V.,1,,,,,,,,,,,,
twfe,tuwas,TuWas für Europa e.V.,1,,,,,,,,,,,,
iep,insitutpolitik,Institut für Europäische Politik e.V.,1,,,,,,,,,,,,
ga,gemeinsamerausschuss,Gemeinsamer Ausschuss,1,,,,,,,,,,,,
wa,wahlausschuss,Wahlausschuss,1,,,,,,,,,,,,
va,vermittlungsausschuss,Vermittlungsausschuss,1,,,,,,,,,,,,
ass,anwaltservice,AnwaltService Stuttgart GmbH,1,,,,,,,,,,,,
kfw,kreditanstalt,Kreditanstalt für Wiederaufbau,1,,,,,,,,,,,,
vwr,verwaltungsrat,Verwaltungsrat,1,,,,,,,,,,,,
bfi,beiratfinanzen,Beirat Finanzen,1,,,,,,,,,,,,
stv,stiftungverantwortung,Stiftung Verantwortungseigentum e.V.,1,,,,,,,,,,,,
sca,associationcambridge,Selwyn College Association Cambridge,1,,,,,,,,,,,,
lgs,literarischegesellschaft,Literarische Gesellschaft Scheffelbund,1,,,,,,,,,,,,
gsspf,gesellschaftstudium,"Gesellschaft zum Studium strukturpolitischer Fragen e.V., Berlin",1,,,,,,,,,,,,
lfa,landesfachausschuss,Landesfachausschuss Innen und Recht der FDP ,1,,,,,,,,,,,,
kfdp,kreisverbandböb,FDP-Kreisverband Böblingen,1,,,,,,,,,,,,
krboe,kreisratböb,Kreisrat im Landkreis Böblingen,1,,,,,,,,,,,,
rwa,richterwahlausschuss,Richterwahlausschuss,1,,,,,,,,,,,,
rau,rechtsausschuss,Rechtsausschuss,1,,,,,,,,,,,,
pbfne,parlamentarischerbeirat,Parlamentarischer Beirat für nachhaltige Entwicklung,1,,,,,,,,,,,,
uf,unifreiburg,Universität Freiburg im Breigau,1,,,,,,,,,,,,
uz,unizuerich,Universität Zürich,1,,,,,,,,,,,,
buk,beratung,Beratung und Kommunikation für Karin Rehbock-Zureich,0,,,,,,,,,,,,
bunn,ministeriumumwelt,"Bundesministerin für Umwelt, Naturschutz und nukleare Sicherheit",1,,,,,,,,,,,,
zrmhkw,restmuell,Zweckverband Restmüllheizkraftwerk Böblingen,1,,,,,,,,,,,,
ths,theodorheussstiftung,"Theodor-Heuss-Stiftung, Stuttgart",1,,,,,,,,,,,,
hau,haupt,Hauptausschuss,1,,,,,,,,,,,,
spd,spdpartei,Soziale Partei Deutschland,1,,,,,,,,,,,,
spdw,spdwaldhut,SPD-Kreisverband Waldshut,1,,,,,,,,,,,,
grl,lauchringen,Gemeinderat Lauchringen,1,,,,,,,,,,,,
rvhrb,bodensee,Regionalverband Hochrhein-Bodensee,1,,,,,,,,,,,,
kwa,kreistagwaldshut,Kreistag Landkreis Waldshut,1,,,,,,,,,,,,
klar,klaratomar,KLAR - Kein Leben mit atomaren Risiken,1,,,,,,,,,,,,
hd,hospizdienst,Hospizdienst e.V.,1,,,,,,,,,,,,
vd,verdi,ver.di,1,,,,,,,,,,,,
uk,karlsruhe,Karlsruher Institut für Technologie,1,,,,,,,,,,,,
lfu,umweltschutz,Zivildienst an der Landesanstalt für Umweltschutz Baden-Württemberg,1,,,,,,,,,,,,
rpa,ausschussrechnung,Rechnungsprüfungsausschuss,1,,,,,,,,,,,,
kvg,germersheim,Kreisverband Germersheim,1,,,,,,,,,,,,
vau,verteidigung,Verteidigungsausschuss,1,,,,,,,,,,,,
svw,wörth,Stadtverband Wörth am Rhein,1,,,,,,,,,,,,
ktg,kreistaggermersheim,Kreistag Germersheim,1,,,,,,,,,,,,
vg,vertrauen,Vertrauensgremium,1,,,,,,,,,,,,
srw,stadtratwörth,Stadtrat Wörth am Rhein,1,,,,,,,,,,,,
rb,bergergmbh,Roland Berger GmbH,1,,,,,,,,,,,,
hsemk,hectorkarlsruhe,"Hector School of Engineering and Management, Karlsruhe",1,,,,,,,,,,,,
dip,deutschirisch,Deutsch-Irische Parlamentariergruppe,1,,,,,,,,,,,,
pvn,nato,Parlamentarische Versammlung der NATO,1,,,,,,,,,,,,
dgf,deutschgeorgisch,"Deutsch-Georgisches Forum für Politik, Wissenschaft und Kultur e.V.",1,,,,,,,,,,,,
saif,forschungsvereinigung,Senat Arbeitsgemeinschaft industrieller Forschungsvereinigungen Otto von Guericke e.V.,1,,,,,,,,,,,,
zva,zweckverbandabfall,Zweckverband Abfallverwertung Südwestpfalz,1,,,,,,,,,,,,
bfghd,givadhaviva,Beirat Freundeskreis Givat Haviva Deutschland e.V.,1,,,,,,,,,,,,
eow,ostfriesischewinzer,Aufsichtsrat Erste Ostfriesische Winzergenossenschaft eG i.G.,1,,,,,,,,,,,,
bfia,anstaltimmobilien,Verwaltungsrat Bundesanstalt für Immobilienaufgaben,1,,,,,,,,,,,,
kmgh,mehrgenerationenhaus,Kuratorium Mehrgenerationenhaus der Stadt Wörth am Rhein,1,,,,,,,,,,,,
eud,europaunion,Europa-Union Deutschland e.V.,1,,,,,,,,,,,,
difg,konradzuse,Senats Deutsche Industrieforschungsgemeinschaft Konrad Zuse e.V.,1,,,,,,,,,,,,
ktr,ravensburg,Kreistag Ravensburg,1,,,,,,,,,,,,
fdpr,fdpravensburg,FDP Ravensburg,1,,,,,,,,,,,,
juli,jungeliberale,Junge Liberale,1,,,,,,,,,,,,
unik,konstanz,Universität Konstanz,1,,,,,,,,,,,,
gmb,berg,Gemeinderat Berg,1,,,,,,,,,,,,
nsu,ausschussnsu,Berater für NSU-Untersuchungsausschuss Landtag Baden-Württemberg,1,,,,,,,,,,,,
ls,landgericht,Landgericht Stuttgart,1,,,,,,,,,,,,
zfs,zukunftsforum,Beirat Zukunftsforum öffentliche Sicherheit e.V.,1,,,,,,,,,,,,
ain,amnesty,Amnesty International,1,,,,,,,,,,,,
brb,blutreiter,Blutreitergruppe Berg,1,,,,,,,,,,,,
cpp,peterpaul,Kirchenchor St. Peter und Paul ,1,,,,,,,,,,,,
zfg,zollfahndung,Gremium Zollfahndungsgesetz,1,,,,,,,,,,,,
lhp,dienstleistungsgesellschaft,LHP Dienstleistungs- und Bildungssellschaft GmbH,1,,,,,,,,,,,,
bmvco,bundesmusikverband,Bundesmusikverband Chor und Orchester e.V.,1,,,,,,,,,,,,
gvfd,gegenvergessen,Gegen Vergessen Für Demokratie e.V.,1,,,,,,,,,,,,
eevfee,eurosolare,EUROSOLARE Europäische Vereinigung für Erneuerbare Energien e.V.,1,,,,,,,,,,,,
grs,reaktorsicherheit,Geselllschaft für Anlagen- und Reaktorsicherheit mbH,1,,,,,,,,,,,,
avbs,ausschussverkehr,"Ausschuss für Verkehr, Bau und Stadtentwicklung",1,,,,,,,,,,,,
awf,arbeiterwohlfahrt,Arbeiterwohlfahrt,1,,,,,,,,,,,,
dbu,umweltstiftung,Deutsche Bundesstiftung Umwelt ,1,,,,,,,,,,,,
wspd,wirtschaftsforum,Wirtschaftsforum der SPD e.V.,1,,,,,,,,,,,,
asf,arbeitsgemeinschaftfrau,Arbeitsgemeinschaft sozialdemokratischer Frauen,1,,,,,,,,,,,,
awut,ausschusswirtschaft,Ausschuss für Wirtschaft und Technologie,1,,,,,,,,,,,,
dtf,deutschtürkischesforum,Kuratorium des Deutsch-Türkischen Forum Stuttgart e.V.,1,,,,,,,,,,,,
ajc,americanjewishcommittee,American Jewish Committee,1,,,,,,,,,,,,
fhr,reutlingen,Evangelische Fachhochschule für Sozialwesen Reutlingen,1,,,,,,,,,,,,
vea,verkehrsausschuss,Ausschuss für Verkehr und digitale Infrastruktur,1,,,,,,,,,,,,
bvmw,bundesverbandwirtschaft,Bundesverband Mittelständische Wirtschaft,1,,,,,,,,,,,,
tn,tapestry,Tapestry Networks,1,,,,,,,,,,,,
ub,ullstein,Ullstein Buchverlage GmbH,1,,,,,,,,,,,,
ssg,startstiftung,Start-Stiftung gemeinnützige GmbH,1,,,,,,,,,,,,
csl,celebrityspeakers,Celebrity Speakers Limited,1,,,,,,,,,,,,
dhpmp,heimeier,Dr. Heimeier & Partner Management- und Personalberatung GmbH,1,,,,,,,,,,,,
ey,ernstyoung,Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,1,,,,,,,,,,,,
im,immoebs,IMMOEBS e.V.,1,,,,,,,,,,,,
siaf,schweizerischesinstitut,Schweizerisches Institut für Auslandsforschung,1,,,,,,,,,,,,
ifm,institutmobilität,Institut für Mobilität der Universität St. Gallen,1,,,,,,,,,,,,
iffs,institutfreedom,Institute for Freedom of Faith & Security in Europe,1,,,,,,,,,,,,
ai,atlantischeinitiative,Atlantische Initiative e.V.,1,,,,,,,,,,,,
tlsb,londonspeaker,The London Speaker Bureau,1,,,,,,,,,,,,
sefep,smartenergy,Agora Verkehrswende Smart Energy for Europe Plattform,1,,,,,,,,,,,,
dsi,deutschlandstiftung,Deutschlandstiftung Integration gemeinnützige GmbH,1,,,,,,,,,,,,
gruene,diegruene,Bündnis 90/Die Grünen,1,,,,,,,,,,,,
af,aktionfahrrad,AKTIONfahrRAD,1,,,,,,,,,,,,
zdf,zdffernsehrat,ZDF Fernsehrat,1,,,,,,,,,,,,
wgwl,wirtschaftwestfalen,Wirtschaftliche Gesellschaft für Westfalen und Lippe e.V.,1,,,,,,,,,,,,
tdp,tuerkischdeutscheplattform,Türkisch-Deutsche Studierenden und Akademiker Plattform e.V.,1,,,,,,,,,,,,
sbe,stiftungbildung,Stiftung: Bildung Egitim!,1,,,,,,,,,,,,
ikw,ichkannwas,Ich kann was!-Initiative für Kinder und Jugendliche e.V.,1,,,,,,,,,,,,
as,avicenna,Avicenna-Studienwerk e.V.,1,,,,,,,,,,,,
dpz,progressiveszentrum,Das Progressive Zentrum e.V.,1,,,,,,,,,,,,
fc,fcplayfair,FC Play Fair Verein für Integrität und Nachhaltigkeit im Fußball e.V.,1,,,,,,,,,,,,
sgf,gedenkenfrieden,Stiftung Gedenken und Frieden,1,,,,,,,,,,,,
snv,stiftungneueverantwortung,Stiftung Neue Verantwortung e.V.,1,,,,,,,,,,,,
hka,haushaltskontrollausschuss,Haushalt-Kontrollausschuss,1,,,,,,,,,,,,
vrn,nordschwarzwald,Verbandsversammlung Regionalverband Nordschwarzwald,1,,,,,,,,,,,,
aut,ausschusstourismus,Ausschuss für Tourismus,1,,,,,,,,,,,,
aas,ausschussarbeit,Ausschuss für Arbeit und Soziales,1,,,,,,,,,,,,
rms,reinholdmaierstiftung,Reinhold-Maier-Stiftung,1,,,,,,,,,,,,
aug,ausschussgesundheit,Ausschuss für Gesundheit,1,,,,,,,,,,,,
wds,wolfgangdoeringstiftung,Wolfgang-Döring-Stiftung,1,,,,,,,,,,,,
sdv,digitalverkehr,Staatsekretariat für Digitales und Verkehrs,1,,,,,,,,,,,,
dhbw,dualehochschule,Duale Hochschule Baden-Württemberg,1,,,,,,,,,,,,
iks,konferenzstabilitaet,"Interparlamentarische Konferenz über Stabilität, wirtschaftspolitische Koordinierung und Steuerung in der EU",1,,,,,,,,,,,,
cnc,communicationsnetwork,Communications & Network Consulting AG,1,,,,,,,,,,,,
ltbw,landtagbw,Landtag Baden-Württemberg,1,,,,,,,,,,,,
fdpkt,fdpkreistag,Vorsitzender FDP-Kreistagsfraktion,1,,,,,,,,,,,,
leuco,leucoag,Leuco AG,1,,,,,,,,,,,,
sh,horb,Stadt Horb,1,,,,,,,,,,,,
ksk,kreissparkasse,Kreisparkkasse Freudenstadt,1,,,,,,,,,,,,
lkb,landeskreditbank,Landeskreditbank Baden-Württemberg,1,,,,,,,,,,,,
bb,badenbaden,Baden-Badener Unternehmer Gespräche e.V.,1,,,,,,,,,,,,
dka,aiesec,Deutsches Komitee der AIESEC e.V.,1,,,,,,,,,,,,
idi,initiativeinfrastruktur,Initiative Deutsche Infrastruktur e.V.,1,,,,,,,,,,,,
wcd,wirtschaftsclub,Wirtschaftspolitischer Club Deutschland e.V.,1,,,,,,,,,,,,
twf,metallbearbeitung,TWF Metallbearbeitungs Holding UG,1,,,,,,,,,,,,
prs,proregio,Pro RegioStadtbahn e.V,1,,,,,,,,,,,,
vw,wohneigentum,Verband Wohneigentum e.V,1,,,,,,,,,,,,
ab,ausschussbau,"Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen",1,,,,,,,,,,,,
ak,koalition,Koalitionsausschuss,1,,,,,,,,,,,,
gsess,economicschool,"Graduate School of Economic and Social Sciences, Mannheim",1,,,,,,,,,,,,
bmh,stiftunghirschfeld,Bundesstiftung Magnus Hirschfeld,1,,,,,,,,,,,,
aids,stiftungaids,Deutsche AIDS-Stiftung,1,,,,,,,,,,,,
yec,economyclub,Young Economy Club e.V.,1,,,,,,,,,,,,
vph,privatehochschule,Verband der privaten Hochschulen e.V.,1,,,,,,,,,,,,
akm,kulturausschuss,Ausschuss Kultur und Medien,1,,,,,,,,,,,,
deneff,initiativeenergie,Deutsche Unternehmensinitiative Energieeffizienz e.V.,1,,,,,,,,,,,,
bbk,stiftungbau,Bundesstiftung Baukultur,1,,,,,,,,,,,,
ffwt,tuebingen,Fakultät für Wirtschaftswissenschaften der Uni Tübingen,1,,,,,,,,,,,,
lisl,liberalschwul,Liberale Schwule und Lesben Deutschland e.V.,1,,,,,,,,,,,,
dsw,studentenwerk,Deutsches Studentenwerk e.V. ,1,,,,,,,,,,,,
aub,bildungsausschluss,Ausschuss für Bildung,1,,,,,,,,,,,,
ebd,bewegung,Europäische Bewegung Deutschland e.V.,1,,,,,,,,,,,,
abhia,humanityaction,Advisory Board Humanity in Action e.V.,1,,,,,,,,,,,,
botfoe,friendsofeurope,Board of Trustees Friends of Europe,1,,,,,,,,,,,,
dfi,insitutdeutschfranz,Deutsch-französisches Insitut e.V.,1,,,,,,,,,,,,
ua,untersuchungsauschuss,Untersuchungsausschuss Wirecard-Affäre,1,,,,,,,,,,,,
fau,finanzaus,Finanzausschuss,1,,,,,,,,,,,,
dar,altrat,Der Ältestenrat,1,,,,,,,,,,,,
llp,freshfields,Freshfields Bruckhaus Deringer LLP,1,,,,,,,,,,,,
fdp,fdppartei,Freien Demokraten,1,,,,,,,,,,,,
fmg,finanzmarktgremium,Finanzmarktgremium,1,,,,,,,,,,,,
ur,uniregensburg,Universität Regensburg,1,,,,,,,,,,,,
uc,unicambridge,Universität Cambridge,1,,,,,,,,,,,,
uh,uniheidelberg,Universität Heidelberg,1,,,,,,,,,,,,
ut,unitübingen,Eberhard-Karls-Universität Tübingen,1,,,,,,,,,,,,
dlrg,dlrg,DLRG,1,,,,,,,,,,,,
dag,deutschatlantisch,Deutsch-Atlantische Gesellschaft,1,,,,,,,,,,,,
dig,deutschisaelisch,Deutsch-Israelische Gesellschaft,1,,,,,,,,,,,,
help,helpev,help e.V. ,1,,,,,,,,,,,,
avr,alumniverein,Alumniverein der Ruprecht-Karls-Universität Heidelberg,1,,,,,,,,,,,,
vdfr,vereinderfreunde,Verein der Freunde der Universität Regensburg,1,,,,,,,,,,,,
afwig,ausschusswahl,"Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung",1,,,,,,,,,,,,
stabmechg,stabilisierungsmech,Gremium des Stabilisierungsmechanismusgesetzes,1,,,,,,,,,,,,
pgi,paramountgroup,Paramount Group Inc.,1,,,,,,,,,,,,
zfbs,zweckverbandflugfeld,Zweckverband Flugfeld Böblingen/Sindelfingen,1,,,,,,,,,,,,
aih,auschussinneres,Ausschuss für Inneres und Heimat,1,,,,,,,,,,,,
gzs,gesellschaftstudium,"Gesellschaft zum Studium strukturpolitischer Fragen e.v., Berlin",1,,,,,,,,,,,,
vdfgg,vereinderfreunde,Verein der Freunde des Goldberg-Gymnasiums,1,,,,,,,,,,,,
kA,keineangabe,keine Angabe,,,,,,,,,,,,,
